title,actor name,director name,year,genre,aggregate value
Revenge,"Kirkland, Sally (I)","Scott, Tony (I)",1990,Drama,"Revenge (1990/I) Kirkland, Sally (I) Scott, Tony (I) 1990 Drama"
Reversal of Fortune,"Philpot, Dess","Schroeder, Barbet",1990,Drama,"Reversal of Fortune (1990) Philpot, Dess Schroeder, Barbet 1990 Drama"
Elf,"Sedaris, Amy","Favreau, Jon",2003,Comedy,"Elf (2003) Sedaris, Amy Favreau, Jon 2003 Comedy"
"Phynx, The","McQueen, Butterfly","Katzin, Lee H.",1970,Comedy,"Phynx, The (1970) McQueen, Butterfly Katzin, Lee H. 1970 Comedy"
"Deep, The","Bisset, Jacqueline","Yates, Peter (I)",1977,Horror,"Deep, The (1977) Bisset, Jacqueline Yates, Peter (I) 1977 Horror"
"Good Shepherd, The","Gerhard, Lars","De Niro, Robert",2006,Romance,"Good Shepherd, The (2006) Gerhard, Lars De Niro, Robert 2006 Romance"
"Last Polka, The","Moranis, Rick","Blanchard, John (I)",1985,Comedy,"Last Polka, The (1985) (TV) Moranis, Rick Blanchard, John (I) 1985 Comedy"
Only Angels Have Wings,"Moore, Charles R.","Hawks, Howard",1939,Romance,"Only Angels Have Wings (1939) Moore, Charles R. Hawks, Howard 1939 Romance"
"Oregon Trail, The","Smith, Jack C. (I)","Beebe, Ford",1939,Western,"Oregon Trail, The (1939) Smith, Jack C. (I) Beebe, Ford 1939 Western"
Murder in the First,"Summers, Neil","Rocco, Marc",1995,Thriller,"Murder in the First (1995) Summers, Neil Rocco, Marc 1995 Thriller"
"Last Starfighter, The","Preston, Robert (I)","Castle, Nick (I)",1984,Comedy,"Last Starfighter, The (1984) Preston, Robert (I) Castle, Nick (I) 1984 Comedy"
Repossessed,"Lewis, Greg (I)","Logan, Bob (I)",1990,Horror,"Repossessed (1990) Lewis, Greg (I) Logan, Bob (I) 1990 Horror"
"Rescuers Down Under, The","Newhart, Bob","Gabriel, Mike",1990,Comedy,"Rescuers Down Under, The (1990) Newhart, Bob Gabriel, Mike 1990 Comedy"
Mr. Holland's Opus,"Dukakis, Olympia","Herek, Stephen",1995,Music,"Mr. Holland's Opus (1995) Dukakis, Olympia Herek, Stephen 1995 Music"
"Last Horror Film, The","Finseth, Mai Britt","Winters, David (I)",1982,Horror,"Last Horror Film, The (1982) Finseth, Mai Britt Winters, David (I) 1982 Horror"
Mister Magoo's Christmas Carol,"Hart, John (I)","Levitow, Abe",1962,Musical,"Mister Magoo's Christmas Carol (1962) (TV) Hart, John (I) Levitow, Abe 1962 Musical"
My Super Ex-Girlfriend,"Brooking, Fallon","Reitman, Ivan",2006,Comedy,"My Super Ex-Girlfriend (2006) Brooking, Fallon Reitman, Ivan 2006 Comedy"
"Lost Jungle, The","Hayes, George 'Gabby'","Howard, David (I)",1934,Adventure,"Lost Jungle, The (1934/I) Hayes, George 'Gabby' Howard, David (I) 1934 Adventure"
Benzina,"Conti, Chiara","Stambrini, Monica",2001,Crime,"Benzina (2001) Conti, Chiara Stambrini, Monica 2001 Crime"
Ek Alag Mausam,"Shahane, Renuka","Sasi, K.P.",2003,Drama,"Ek Alag Mausam (2003) Shahane, Renuka Sasi, K.P. 2003 Drama"
Urban Legends: Bloody Mary,"Herd, Nate","Lambert, Mary (I)",2005,Horror,"Urban Legends: Bloody Mary (2005) (V) Herd, Nate Lambert, Mary (I) 2005 Horror"
Shichinin no tomurai,"Mizuki, Kaoru",Dankan,2005,Drama,"Shichinin no tomurai (2005) Mizuki, Kaoru Dankan 2005 Drama"
Caruga,"K?nigsknecht, Zeljko","Grlic, Rajko",1991,Comedy,"Caruga (1991) K?nigsknecht, Zeljko Grlic, Rajko 1991 Comedy"
Shoot 'Em Up,"Parazzo, Jeffrey","Davis, Michael (II)",2007,Drama,"Shoot 'Em Up (2007) Parazzo, Jeffrey Davis, Michael (II) 2007 Drama"
Parinda,"Chopra, Kamal","Chopra, Vidhu Vinod",1989,Romance,"Parinda (1989) Chopra, Kamal Chopra, Vidhu Vinod 1989 Romance"
Paradise,"Hubacek, Scott","Donoghue, Mary Agnes",1991,Drama,"Paradise (1991) Hubacek, Scott Donoghue, Mary Agnes 1991 Drama"
Money Train,"Mark, Leikili","Ruben, Joseph",1995,Comedy,"Money Train (1995) Mark, Leikili Ruben, Joseph 1995 Comedy"
Out of Africa,"Kempson, Rachel","Pollack, Sydney",1985,Drama,"Out of Africa (1985) Kempson, Rachel Pollack, Sydney 1985 Drama"
Of Mice and Men,"Lawrence, Jack (I)","Milestone, Lewis",1939,Drama,"Of Mice and Men (1939) Lawrence, Jack (I) Milestone, Lewis 1939 Drama"
Seij? gakuen,"Tajima, Harumi","Suzuki, Norifumi",1974,Drama,"Seij? gakuen (1974) Tajima, Harumi Suzuki, Norifumi 1974 Drama"
Checkered Flag,"Taft, Victoria","Glen, John (II)",1990,Drama,"Checkered Flag (1990) Taft, Victoria Glen, John (II) 1990 Drama"
Ararat,"Ajamian, Vahan","Egoyan, Atom",2002,Drama,"Ararat (2002) Ajamian, Vahan Egoyan, Atom 2002 Drama"
Chattahoochee,"Hardin, Dorothy L. Grissom","Jackson, Mick (I)",1989,Drama,"Chattahoochee (1989) Hardin, Dorothy L. Grissom Jackson, Mick (I) 1989 Drama"
"Oklahoma Kid, The","Cagney, James","Bacon, Lloyd",1939,Western,"Oklahoma Kid, The (1939) Cagney, James Bacon, Lloyd 1939 Western"
"Oily to Bed, Oily to Rise","Howard, Curly","White, Jules",1939,Short,"Oily to Bed, Oily to Rise (1939) Howard, Curly White, Jules 1939 Short"
Casper's First Christmas,"Stephenson, John (I)",,1979,Comedy,"Casper's First Christmas (1979) (TV) Stephenson, John (I)  1979 Comedy"
Overdrawn at the Memory Bank,"Varughese, Sugith","Williams, Douglas (I)",1985,Sci-Fi,"Overdrawn at the Memory Bank (1985) (TV) Varughese, Sugith Williams, Douglas (I) 1985 Sci-Fi"
Out of the Darkness,"Head, Tony","Taylor, Jud",1985,Thriller,"Out of the Darkness (1985) (TV) Head, Tony Taylor, Jud 1985 Thriller"
Patthar Ke Phool,"Packard, Gavin","Balani, Anant",1991,Romance,"Patthar Ke Phool (1991) Packard, Gavin Balani, Anant 1991 Romance"
Mortal Kombat,"McKinney, Gregory","Anderson, Paul W.S.",1995,Fantasy,"Mortal Kombat (1995) McKinney, Gregory Anderson, Paul W.S. 1995 Fantasy"
"Old Maid, The","Fazenda, Louise","Goulding, Edmund",1939,Drama,"Old Maid, The (1939) Fazenda, Louise Goulding, Edmund 1939 Drama"
"Pelota vasca. La piel contra la piedra, La","Rodr?guez Zapatero, Jos? Luis","Medem, Julio",2003,Documentary,"Pelota vasca. La piel contra la piedra, La (2003) Rodr?guez Zapatero, Jos? Luis Medem, Julio 2003 Documentary"
"Hillz, The","Claudat, Dana","Barnun, Saran",2004,Comedy,"Hillz, The (2004) Claudat, Dana Barnun, Saran 2004 Comedy"
Orions belte,"Andersen, Kirsten Sunde","Solum, Ola",1985,Adventure,"Orions belte (1985) Andersen, Kirsten Sunde Solum, Ola 1985 Adventure"
"Orkly Kid, The","Wold, Elly","Harris, Trent",1985,Short,"Orkly Kid, The (1985) Wold, Elly Harris, Trent 1985 Short"
Child's Play 2,"Grant, Beth","Lafia, John",1990,Horror,"Child's Play 2 (1990) Grant, Beth Lafia, John 1990 Horror"
Ososhiki,"Fujiwara, Kamatari","Itami, Juzo",1984,Comedy,"Ososhiki (1984) Fujiwara, Kamatari Itami, Juzo 1984 Comedy"
On Borrowed Time,"Malyon, Eily","Bucquet, Harold S.",1939,Comedy,"On Borrowed Time (1939) Malyon, Eily Bucquet, Harold S. 1939 Comedy"
Otac na sluzbenom putu,"Zulic, Mirsad","Kusturica, Emir",1985,Drama,"Otac na sluzbenom putu (1985) Zulic, Mirsad Kusturica, Emir 1985 Drama"
"China Lake Murders, The","Tewes, Lauren","Metzger, Alan",1990,,"China Lake Murders, The (1990) (TV) Tewes, Lauren Metzger, Alan 1990"
"Christmas Toy, The","Bennett, Zachary (I)","Till, Eric",1986,Family,"Christmas Toy, The (1986) (TV) Bennett, Zachary (I) Till, Eric 1986 Family"
New Frontier,"Mack, Cactus","Sherman, George (I)",1939,Western,"New Frontier (1939) Mack, Cactus Sherman, George (I) 1939 Western"
China O'Brien,"Rivera, Arturo (I)","Clouse, Robert",1990,Action,"China O'Brien (1990) Rivera, Arturo (I) Clouse, Robert 1990 Action"
Kart Racer,"Spensley, Philip","Gillard, Stuart",2003,Comedy,"Kart Racer (2003) Spensley, Philip Gillard, Stuart 2003 Comedy"
"Mis?rables, Les","Sportich, Simon","Lelouch, Claude",1995,Drama,"Mis?rables, Les (1995) Sportich, Simon Lelouch, Claude 1995 Drama"
Mimi wo sumaseba,"Kobayashi, Keiju","Kondo, Yoshifumi",1995,Drama,"Mimi wo sumaseba (1995) Kobayashi, Keiju Kondo, Yoshifumi 1995 Drama"
Sukeban gerira,"Nakazawa, Masami","Suzuki, Norifumi",1972,Action,"Sukeban gerira (1972) Nakazawa, Masami Suzuki, Norifumi 1972 Action"
Mighty Morphin Power Rangers: The Movie,"Yost, David","Spicer, Bryan",1995,Sci-Fi,"Mighty Morphin Power Rangers: The Movie (1995) Yost, David Spicer, Bryan 1995 Sci-Fi"
Out for Justice,"Ciarfalio, Carl","Flynn, John (I)",1991,Thriller,"Out for Justice (1991) Ciarfalio, Carl Flynn, John (I) 1991 Thriller"
Once Bitten,"Barrows, Dan","Storm, Howard",1985,Horror,"Once Bitten (1985) Barrows, Dan Storm, Howard 1985 Horror"
"Little Minister, The","Borland, Barlowe","Wallace, Richard (I)",1934,Drama,"Little Minister, The (1934) Borland, Barlowe Wallace, Richard (I) 1934 Drama"
I Kina spiser de hunde,"Patterson, Brian (I)","Spang Olsen, Lasse",1999,Comedy,"I Kina spiser de hunde (1999) Patterson, Brian (I) Spang Olsen, Lasse 1999 Comedy"
One Magic Christmas,"Thompson, Joy (I)","Borsos, Phillip",1985,Family,"One Magic Christmas (1985) Thompson, Joy (I) Borsos, Phillip 1985 Family"
"Night Riders, The","Sharpe, David (I)","Sherman, George (I)",1939,Western,"Night Riders, The (1939) Sharpe, David (I) Sherman, George (I) 1939 Western"
Khulud,"Al-Shennawi, Kamal","Zulficar, Ezzel Dine",1948,Romance,"Khulud (1948) Al-Shennawi, Kamal Zulficar, Ezzel Dine 1948 Romance"
Ninotchka,"Vanderveer, Ellinor","Lubitsch, Ernst",1939,Comedy,"Ninotchka (1939) Vanderveer, Ellinor Lubitsch, Ernst 1939 Comedy"
Pappa ante Portas,"Hermann, Irm","von B?low, Vicco",1991,Comedy,"Pappa ante Portas (1991) Hermann, Irm von B?low, Vicco 1991 Comedy"
Hamlet,"Nelson, Tim Blake","Almereyda, Michael",2000,Drama,"Hamlet (2000) Nelson, Tim Blake Almereyda, Michael 2000 Drama"
Hard Ball,"Perkins, Michael","Robbins, Brian (I)",2001,Drama,"Hard Ball (2001) Perkins, Michael Robbins, Brian (I) 2001 Drama"
"Rubios, Los","Carri, Albertina","Carri, Albertina",2003,Documentary,"Rubios, Los (2003) Carri, Albertina Carri, Albertina 2003 Documentary"
Passing Glory,"Blackwood, Sharon","James, Steve (II)",1999,Drama,"Passing Glory (1999) (TV) Blackwood, Sharon James, Steve (II) 1999 Drama"
Skriv?nci na niti,"Suchar?pa, Leos","Menzel, Jir?",1990 - (shot 1968),Comedy,"Skriv?nci na niti (1990) Suchar?pa, Leos Menzel, Jir? 1990 - (shot 1968) Comedy"
"Sir?ne du Mississipi, La","Ferri?re, Martine","Truffaut, Fran?ois",1969,Drama,"Sir?ne du Mississipi, La (1969) Ferri?re, Martine Truffaut, Fran?ois 1969 Drama"
Hei de Vencer,"Fabry, Perle","de Barros, Luiz",1924,Drama,"Hei de Vencer (1924) Fabry, Perle de Barros, Luiz 1924 Drama"
Little Miss Marker,"Hymer, Warren","Hall, Alexander (I)",1934,Comedy,"Little Miss Marker (1934) Hymer, Warren Hall, Alexander (I) 1934 Comedy"
"Live Ghost, The","Potter, Peter (I)","Rogers, Charley",1934,Short,"Live Ghost, The (1934) Potter, Peter (I) Rogers, Charley 1934 Short"
On se calme et on boit frais ? Saint-Tropez,"Rosselli, Bernard","P?cas, Max",1987,Comedy,"On se calme et on boit frais ? Saint-Tropez (1987) Rosselli, Bernard P?cas, Max 1987 Comedy"
Pee-wee's Big Adventure,"Seward, Drew","Burton, Tim (I)",1985,Comedy,"Pee-wee's Big Adventure (1985) Seward, Drew Burton, Tim (I) 1985 Comedy"
"Haunting, The","McNeal, Mary","Bont, Jan de",1999,Horror,"Haunting, The (1999) McNeal, Mary Bont, Jan de 1999 Horror"
Pizza Man,"Kusatsu, Clyde","Lawton, J.F.",1991,Comedy,"Pizza Man (1991) Kusatsu, Clyde Lawton, J.F. 1991 Comedy"
"Girl, Three Guys, and a Gun, A","Luper, Kenny","Florence, Brent",2001,Comedy,"Girl, Three Guys, and a Gun, A (2001) Luper, Kenny Florence, Brent 2001 Comedy"
Manhattan Melodrama,"Moore, Charles R.","Van Dyke, W.S.",1934,Romance,"Manhattan Melodrama (1934) Moore, Charles R. Van Dyke, W.S. 1934 Romance"
Problem Child,"Grote, Vernon","Dugan, Dennis",1990,Comedy,"Problem Child (1990) Grote, Vernon Dugan, Dennis 1990 Comedy"
Miami Rhapsody,"Piven, Jeremy","Frankel, David (I)",1995,Comedy,"Miami Rhapsody (1995) Piven, Jeremy Frankel, David (I) 1995 Comedy"
Sinful Davey,"Murphy, Fidelma","Huston, John (I)",1969,Comedy,"Sinful Davey (1969) Murphy, Fidelma Huston, John (I) 1969 Comedy"
"Last of Sheila, The","Crosnier, Maurice","Ross, Herbert (I)",1973,Thriller,"Last of Sheila, The (1973) Crosnier, Maurice Ross, Herbert (I) 1973 Thriller"
"Last Detail, The","Radner, Gilda","Ashby, Hal",1973,Comedy,"Last Detail, The (1973) Radner, Gilda Ashby, Hal 1973 Comedy"
Pola's March,,"Gruber, Jonathan (I)",1998,,"Pola's March (1998)  Gruber, Jonathan (I) 1998"
"Karate Kid, The","McQueen, Chad","Avildsen, John G.",1984,Family,"Karate Kid, The (1984) McQueen, Chad Avildsen, John G. 1984 Family"
Jersey Girl,"Lewis, Cymande","Smith, Kevin (I)",2004,Comedy,"Jersey Girl (2004) Lewis, Cymande Smith, Kevin (I) 2004 Comedy"
Open Season,"Kutcher, Ashton","Culton, Jill",2006,Comedy,"Open Season (2006) Kutcher, Ashton Culton, Jill 2006 Comedy"
"Legend of Hell House, The","Revill, Clive","Hough, John",1973,Horror,"Legend of Hell House, The (1973) Revill, Clive Hough, John 1973 Horror"
Socha Na Tha,"Dubey, Lushin","Ali, Imtiaz",2005,Comedy,"Socha Na Tha (2005) Dubey, Lushin Ali, Imtiaz 2005 Comedy"
"Legend of the 7 Golden Vampires, The","de Keyser, David","Baker, Roy Ward",1974,Horror,"Legend of the 7 Golden Vampires, The (1974) de Keyser, David Baker, Roy Ward 1974 Horror"
Maniac,"Blackton, Marian Constance","Esper, Dwain",1934,Horror,"Maniac (1934) Blackton, Marian Constance Esper, Dwain 1934 Horror"
"Legende von Paul und Paula, Die","Willecke, Detlef","Carow, Heiner",1973,Drama,"Legende von Paul und Paula, Die (1973) Willecke, Detlef Carow, Heiner 1973 Drama"
Nala Damayanthi,"Hasan, Anuradha",Mouli,2003,Comedy,"Nala Damayanthi (2003) Hasan, Anuradha Mouli 2003 Comedy"
Perfect,"Stark, Robert (I)","Bridges, James (I)",1985,Romance,"Perfect (1985) Stark, Robert (I) Bridges, James (I) 1985 Romance"
"Pel?cula del rey, La","Llewelyn, David","Sorin, Carlos",1986,Comedy,"Pel?cula del rey, La (1986) Llewelyn, David Sorin, Carlos 1986 Comedy"
Pelle Svansl?s i Amerikatt,"Prytz, Agneta","Lasseby, Stig",1985,Animation,"Pelle Svansl?s i Amerikatt (1985) Prytz, Agneta Lasseby, Stig 1985 Animation"
Poison,"Maxwell, Larry (II)","Haynes, Todd",1991,Horror,"Poison (1991) Maxwell, Larry (II) Haynes, Todd 1991 Horror"
Point Break,"Philbin, John","Bigelow, Kathryn",1991,Thriller,"Point Break (1991) Philbin, John Bigelow, Kathryn 1991 Thriller"
"Comfort of Strangers, The","Cotone, Mario","Schrader, Paul (I)",1990,Drama,"Comfort of Strangers, The (1990) Cotone, Mario Schrader, Paul (I) 1990 Drama"
"Definitely, Maybe","Weisz, Rachel","Brooks, Adam (I)",2008,Comedy,"Definitely, Maybe (2008) Weisz, Rachel Brooks, Adam (I) 2008 Comedy"
Come See the Paradise,"McDermott, Kevin (I)","Parker, Alan (I)",1990,History,"Come See the Paradise (1990) McDermott, Kevin (I) Parker, Alan (I) 1990 History"
Bilwamangal,,"Dhotiwala, Rustomji",1919,,"Bilwamangal (1919)  Dhotiwala, Rustomji 1919"
"Over-the-Hill Gang Rides Again, The","Astaire, Fred","McCowan, George",1970,Comedy,"Over-the-Hill Gang Rides Again, The (1970) (TV) Astaire, Fred McCowan, George 1970 Comedy"
"Owl and the Pussycat, The","Barto, Dominic","Ross, Herbert (I)",1970,Comedy,"Owl and the Pussycat, The (1970) Barto, Dominic Ross, Herbert (I) 1970 Comedy"
Mighty Aphrodite,"Blair, Pamela","Allen, Woody",1995,Comedy,"Mighty Aphrodite (1995) Blair, Pamela Allen, Woody 1995 Comedy"
J?nssonligan f?r guldfeber,"Malmsten, Birger","Ekman, Mikael",1984,Comedy,"J?nssonligan f?r guldfeber (1984) Malmsten, Birger Ekman, Mikael 1984 Comedy"
Shinj?: Ten no amijima,"Fujiwara, Kamatari","Shinoda, Masahiro",1969,Drama,"Shinj?: Ten no amijima (1969) Fujiwara, Kamatari Shinoda, Masahiro 1969 Drama"
Just the Way You Are,"McNichol, Kristy","Molinaro, Edouard",1984,Comedy,"Just the Way You Are (1984) McNichol, Kristy Molinaro, Edouard 1984 Comedy"
S.A.-Mann Brand,"Aulinger, Elise","Seitz, Franz (I)",1933,,"S.A.-Mann Brand (1933) Aulinger, Elise Seitz, Franz (I) 1933"
"Peanut Butter Solution, The","Takahataki, Nadka","Rubbo, Michael",1985,Comedy,"Peanut Butter Solution, The (1985) Takahataki, Nadka Rubbo, Michael 1985 Comedy"
Popcorn,"Rydall, Derek","Herrier, Mark",1991,Horror,"Popcorn (1991) Rydall, Derek Herrier, Mark 1991 Horror"
"Perfect Weapon, The","Speakman, Jeff","DiSalle, Mark",1991,Action,"Perfect Weapon, The (1991) Speakman, Jeff DiSalle, Mark 1991 Action"
One More Time,"Carey Jr., Harry","Lewis, Jerry (I)",1970,Comedy,"One More Time (1970/I) Carey Jr., Harry Lewis, Jerry (I) 1970 Comedy"
"Only Game in Town, The","Taylor, Elizabeth (I)","Stevens, George (I)",1970,Drama,"Only Game in Town, The (1970) Taylor, Elizabeth (I) Stevens, George (I) 1970 Drama"
On a Clear Day You Can See Forever,"Kiel, Richard","Minnelli, Vincente",1970,Comedy,"On a Clear Day You Can See Forever (1970) Kiel, Richard Minnelli, Vincente 1970 Comedy"
"Lucky Texan, The","Parker, Eddie (I)","Bradbury, Robert N.",1934,Western,"Lucky Texan, The (1934) Parker, Eddie (I) Bradbury, Robert N. 1934 Western"
Senya ichiya monogatari,"Hashizume, Isao","Yamamoto, Eiichi",1969,Animation,"Senya ichiya monogatari (1969) Hashizume, Isao Yamamoto, Eiichi 1969 Animation"
Puerta cerrada,"Quiroga, Elvira","Saslavsky, Luis",1939,Drama,"Puerta cerrada (1939) Quiroga, Elvira Saslavsky, Luis 1939 Drama"
Bandhan,"Rishi, Mukesh","Malik, Rajesh",1998,,"Bandhan (1998) Rishi, Mukesh Malik, Rajesh 1998"
Predator 2,"Davi, Robert","Hopkins, Stephen",1990,Horror,"Predator 2 (1990) Davi, Robert Hopkins, Stephen 1990 Horror"
"Pianist, The","Storey, Howard","Gagnon, Claude",1991,Romance,"Pianist, The (1991) Storey, Howard Gagnon, Claude 1991 Romance"
Presumed Innocent,"Ottavino, John (I)","Pakula, Alan J.",1990,Thriller,"Presumed Innocent (1990) Ottavino, John (I) Pakula, Alan J. 1990 Thriller"
I Capture the Castle,"Garai, Romola","Fywell, Tim",2003,Drama,"I Capture the Castle (2003) Garai, Romola Fywell, Tim 2003 Drama"
Jettatore,"Bilbao, N?lida","Bay?n Herrera, Luis",1938,Drama,"Jettatore (1938) Bilbao, N?lida Bay?n Herrera, Luis 1938 Drama"
Pretty Woman,"Bates, Mychael","Marshall, Garry",1990,Comedy,"Pretty Woman (1990) Bates, Mychael Marshall, Garry 1990 Comedy"
I Love You Baby,"Vellido, Juan Carlos","Albacete, Alfonso",2001,Comedy,"I Love You Baby (2001) Vellido, Juan Carlos Albacete, Alfonso 2001 Comedy"
"Flirt, The","Brooks, Sammy","Gilbert, Billy (III)",1917,Short,"Flirt, The (1917) Brooks, Sammy Gilbert, Billy (III) 1917 Short"
"Man from Utah, The","Hayes, George 'Gabby'","Bradbury, Robert N.",1934,Western,"Man from Utah, The (1934) Hayes, George 'Gabby' Bradbury, Robert N. 1934 Western"
Lady Ice,"Dee, Buffy","Gries, Tom",1973,Drama,"Lady Ice (1973) Dee, Buffy Gries, Tom 1973 Drama"
Man of Aran,"Faherty, Patcheen","Flaherty, Robert J.",1934,Documentary,"Man of Aran (1934) Faherty, Patcheen Flaherty, Robert J. 1934 Documentary"
Ladies and Gentlemen: The Rolling Stones,"Richards, Keith (II)","Binzer, Rollin",1973,Music,"Ladies and Gentlemen: The Rolling Stones (1973) Richards, Keith (II) Binzer, Rollin 1973 Music"
Ringu,"Sanada, Hiroyuki","Nakata, Hideo",1998,Horror,"Ringu (1998) Sanada, Hiroyuki Nakata, Hideo 1998 Horror"
Bhuvana Oru Kelvikkuri,Rajnikanth,"Muthuraman, S.P.",1977,,"Bhuvana Oru Kelvikkuri (1977) Rajnikanth Muthuraman, S.P. 1977"
"Scream, Baby, Scream","Fink, Naomi","Adler, Joseph",1969,Horror,"Scream, Baby, Scream (1969) Fink, Naomi Adler, Joseph 1969 Horror"
Pagal Nilavu,Murali (II),"Ratnam, Mani",1985,,"Pagal Nilavu (1985) Murali (II) Ratnam, Mani 1985"
"Final Programme, The","O'Connor, Derrick","Fuest, Robert",1973,Comedy,"Final Programme, The (1973) O'Connor, Derrick Fuest, Robert 1973 Comedy"
Pale Rider,"Randles, Larry","Eastwood, Clint",1985,Western,"Pale Rider (1985) Randles, Larry Eastwood, Clint 1985 Western"
"Last American Hero, The","Holman, Paul (I)","Johnson, Lamont (I)",1973,Drama,"Last American Hero, The (1973) Holman, Paul (I) Johnson, Lamont (I) 1973 Drama"
"Strange Case of Dr. Jekyll and Mr. Hyde, The","Grant, Rebecca","Buechler, John Carl",2006,Horror,"Strange Case of Dr. Jekyll and Mr. Hyde, The (2006) Grant, Rebecca Buechler, John Carl 2006 Horror"
L? cha,"Fang, Lijun","Zhang, Yuan (I)",2003,Drama,"L? cha (2003) Fang, Lijun Zhang, Yuan (I) 2003 Drama"
Fellini - Satyricon,"Lagay, Gabriel","Fellini, Federico",1969,Comedy,"Fellini - Satyricon (1969) Lagay, Gabriel Fellini, Federico 1969 Comedy"
"Apostle, The","Gleason, Jim (I)","Duvall, Robert (I)",1997,Drama,"Apostle, The (1997) Gleason, Jim (I) Duvall, Robert (I) 1997 Drama"
Jugnu,"Hussain, Nasir (I)","Chakravorty, Pramod",1973,Drama,"Jugnu (1973) Hussain, Nasir (I) Chakravorty, Pramod 1973 Drama"
Satan's Sadists,"Carrol, Regina","Adamson, Al",1969,Horror,"Satan's Sadists (1969) Carrol, Regina Adamson, Al 1969 Horror"
"Fighting Gringo, The","Webb, George (I)","Ford, John (I)",1917,Western,"Fighting Gringo, The (1917) Webb, George (I) Ford, John (I) 1917 Western"
Step Brothers,"Ferrell, Will","McKay, Adam",2008,Comedy,"Step Brothers (2008) Ferrell, Will McKay, Adam 2008 Comedy"
VH1 Storytellers,"Jones, Vince (I)",,1997,Music,"VH1 Storytellers (1997) Jones, Vince (I)  1997 Music"
"Her?i, O","Ferreira, Fernando (II)","Gamboa, Z?z?",2004,Drama,"Her?i, O (2004) Ferreira, Fernando (II) Gamboa, Z?z? 2004 Drama"
Quill,"Natori, Y?ko","Sai, Yoichi",2004,Drama,"Quill (2004) Natori, Y?ko Sai, Yoichi 2004 Drama"
Nabi,"Lee, Mun-shik","Kim, Hyeon-seong (I)",2003,Action,"Nabi (2003/I) Lee, Mun-shik Kim, Hyeon-seong (I) 2003 Action"
Gunner Palace,"Wilf, Stuart","Epperlein, Petra",2004,War,"Gunner Palace (2004) Wilf, Stuart Epperlein, Petra 2004 War"
